textID,text,selected_text,sentiment
35f7411ccf,  beer is an excellent excuse earlier i was sweating god knows how much not looking forward to working tomorrow,beer is an excellent excuse earlier i was sweating god knows how much not looking forward to working tomorrow,negative
21bda85f24,has a good heart or so says the doctor except that the doctor wont be in until tuesday afternoon to put that in writing,has a good heart or so says the doctor except that the doctor wont be in until tuesday afternoon to put that in writing,neutral
be1c5a3b78,ernman hej malena lycka till eurovision the united kingdom will be voting for you,ernman hej malena lycka till eurovision the united kingdom will be voting for you,neutral
eeb88a7598,i looked up some differents stuff for mine today,i looked up some differents stuff for mine today,neutral
2a93a9e4cc, aha yeah  all else fails just push  yeah we are dont know what time were leaving yet though ,e fails,negative
eebe143e9b, mmm comfort junk food that sounds good i always preferred wingstop,that sounds good,positive
594162e9a0,  tat you looks beautiful and are a heck of a mama and business woman   dana,tat you looks beautiful and are a heck of a mama and business woman   da,neutral
05ff9b8558,i dont believe it my puppy likes brussels sprouts,likes,positive
d7dff2ead4,jennnnnn richhhh wast to the ed,jennnnnn richhhh wast to the ed,neutral
292c670dd9, i already got my tickets to your concert here in the philippines im so excited,excited,positive
429a0e1eff, awwwwthanks  unfortunately everything closes at 4pm in sweden on a friday presentation is 9am monday,awwwwthanks  unfortunately everything closes at 4pm in sweden on a friday presentation is 9am monday,neutral
b8d2f3cbfb, think of the prize at the end so sorry to hear that though,so sorry to hear that though,negative
a4cc723fb3,what a day 12 hours work  but id really like my job its fabulous b,like,positive
398837d04b,aaggh my blackberry curve took a gash in the screen the day after we get invisible shields in stock well itll be a good advertisement,aaggh my blackberry curve took a gash in the screen the day after we get invisible shields in stock well itll be a good advertisement,neutral
ddf57c85e5,4 fillings to the good two more appointments to go,4 fillings to the good,positive
07593d8cba,yo its moms day today so do it big for mom dukes  and behave,so do it big for mom,positive
fd756d4288, to be fair she was asking about mktg cds etc but i suggested more and she never even emailed back,she never even emailed back,negative
dfde5d23b1, poor kitties  if theres nothing that can be done hopefully youll at least be able to find her a good home,a good,positive
e553e915c7,its raining in md,its raining in md,neutral
5344597aef, this is very true about  but you do have to admit it was pretty funny im bout to go you tube it  lol,funny,positive
daaac3bc35, oh yes some are quite nice and my photoshop liep zojuist vast so now i have to start over painting risngs glove,some are quite nice,positive
862675e1bc,lottie not one of my favourite pastimes  this weekend is a long weekend here so monday im off to an ice show w the gdaughter ,favourite,positive
6dc072d075,misses my baby,misses,negative
da2d47bb01, ten hours ago i was was sleeping sorry,sorry,negative
54435708a0,i was sleeping soo good but just woke up like 10 mins ago n got sick  not feeling so great i wanna go back to sleep but im wide awake,got sick  not feeling so great,negative
72cf945f16,ive knack my iphone i got melted chocolate into the speaker i now cant hear it when it rings,ive knack my iphone i got melted chocolate into the speaker i now cant hear it when it rings,neutral
66d86fde11,last day working for tend,last day working for tend,neutral
33b26f5fbe,  still waiting to have a beer with moldovan at least hes happy i came, at least hes happy i came,positive
57237eef03,  i could never do that to one of my children look what happened to nina zavaroni sp brooke shields and drew barrymore,i could never do that to one of my children look what happened to nina zavaroni sp brooke shields and drew barrymore,neutral
d078973de5, yep ah  i dont wanna leave my warm doona to get a hot beveragei guess ill just have to make do wo it,ah ,negative
3680737a00,not a good start to the day left my money at home  so ill hot a day me looking for free carparks,not a good start,negative
fe8432ab8d,spongebob sing a long amandas mom gave me and crystal jonas brothers calendars,spongebob sing a long amandas mom gave me and crystal jonas brothers calendars,neutral
cd74b1835d, you will be great have a wonderful first day,you will be great have a wonderful first day,positive
012d05cada,friday has a whole different meaning when you have to work saturday and sunday,friday has a whole different meaning when you have to work saturday and sunday,neutral
513f76eabe, friends of mine just meet you today i cant wait until it is my turn,cant wait,positive
90dbd7d75d,math is amazing and hell at the same time  socialily that is the naiv part is fine,math is amazing and hell at the same time  socialily that is the naiv part is fine,neutral
1f29eb7a49,i cant seem to access restuarant city due to some internet  javascript problem,i cant seem to access,negative
91f01de61c,so i finally got my but on twitter lets hope i make good use of this site,lets hope i make good use of this site,positive
eff58ee8e1, hahaha i didnt even notice the name  lice,hahaha i,positive
38ae26b088,just woke up day off and need to go in to work that sucks also have to go dentist for filling at 12 then st helens for mri scan at 2,go in to work that sucks,negative
0c8aeeaf08,my twitterberry wont work on my friends and me,my twitterberry wont work on my friends and me,neutral
b879b7d689,slowly getting ready for work,slowly getting ready for work,neutral
9fedf57dce, episode 17 season 1 i love chuck bass  whos going to the short stack filming next sat im making a flag d, i love,positive
09ab9335d1, awww my lovies yes i love it all  and im totally finishing my buffalo sammich after a few hits off the new bongie 3,awww my lovies yes i love it all,positive
78d488824a, hey girl yeah i didthanks a bunch i havent started downloading them yeti totally owe you,i totally owe you,positive
5eee28c9e1,happy mothers day mommy i love you  your the best,love,positive
4fd8efcb9f,do fish feel pain yes says a new study  httpisgdjbcg,do fish feel pain yes says a new study  httpisgdjbcg,neutral
b6bf5f4c76,nothing to do on a friday night,nothing to do on a friday night,neutral
13452e8985,just finished my 1st new song   soon on youtube   keeping you updated ,just finished my 1st new song   soon on youtube   keeping you updated ,neutral
270753748d, im doing an experiement,im doing an experiement,neutral
30cba3045d,i plead temporary insanity for agreeing to a metric century cycling event tomorrow,insanity,negative
89b7714860,watching ryann  gonna be a grand day,grand,positive
09b891af58, off to bed with fingers and toes and everything crossed u pick melol hope ur well and got back safepoor jon  ,off to bed with fingers and toes and everything crossed u pick melol hope ur well and got back safepoor jon  ,neutral
8defc498d5,missin my bro,missin,negative
009c00a69e, w00t glad to hear it though i am missing watching it outside the igloo by a day,glad,positive
d611e1de10, that makes me sad,that makes me sad,negative
34e7adab1a, thanks kelly that means a lot  have you figured out your apt thing yet,thanks,positive
9ec69eac00,my mouth hurts from this stupid retainer,my mouth hurts fr,negative
62ac825994, im sorry about your bad driving experiences,bad,negative
b35a729115, did some research but couldnt find the specific thing which i wanna do with this drives autorun,couldnt find,negative
3003ed07b2,edward cullen 3  hahaha,edward cullen 3  hahaha,neutral
9a95181a2b, yeah i love this one and doesnt really matter,yeah i love this one and doesnt really matter,neutral
6d019bb20c,  i for one welcome our new cybercriminaloverlords,e welcome,positive
b30b442df8, invite sent   you can now invite more collabs too pass the word around,invite sent   you can now invite more collabs too pass the word aroun,neutral
c820c3661d, ehi might drive through chitown on my way to coloradomaybe ill get one then,ehi might drive through chitown on my way to coloradomaybe ill get one then,neutral
1a15b2f2bf,no new tubas until  4th  of july weekend,no new tubas until  4th  of july weekend,neutral
dd2baf580f,i realized last night that i have no idea where my pns went to during the move i hope its not lost and gone forever,i realized last night that i have no idea where my pns went to during the move i hope its not lost and gone forever,neutral
fdd46e7758, i lluuvv u too  ahhh im gonna miss u evenn moreee lol,i lluuvv u too  ahhh im gonna miss u evenn moreee lol,neutral
92cf0bcb35, i been coolin and  ya know me,i been coolin and  ya know me,neutral
231d9f4985,still gutted that man utd lost,still gutted that man utd lost,negative
416fd21ee2,alicias tonight idkkkk ughhh,ughhh,negative
4f764abb41,happy mothers day to all the beautiful moms out there  im kind of a mom i think my little pup counts  ,happy mothers day to all the beautiful moms out there,positive
9c3beb8b96, thank you i hope you have a great rest of your day have you had your afternoon coffee yet,thank,positive
929ed1a04d,yay happy mothers day  fb,happy,positive
260e3b3e6a, i dont remember cause i was watching so many on youtube lol will get back to you,i dont remember cause i was watching so many on youtube lol will get back to you,neutral
e80a7bb070, indeed plenty of jokes to be had  lying on bed hoping its going to free up im on jury service tomorrow,ed hoping,positive
b931353754,nappys da new n wordby da way ilove my nappy braids  igot hangtime homie lol,ilove my,positive
cda99b71e2, thank you very much im glad you like them,glad,positive
d442dd8d79, maybe until wednesday,maybe until wednesday,neutral
0f8ac8587a,morning  dont ask me why im up so early,morning  dont ask me why im up so early,neutral
8382aa3916,is it weird that i really want a harry potter bed spread and pillows i wish i could find one that wasnt gryffindor,i wish i could find one that wasnt gryffindor,negative
288924f3b9, nhn c bonus ri chc ch  b vo khon unpaid leave, nhn c bonus ri chc ch  b vo khon unpaid leave,neutral
c2b715d0c1, at least youre getting closer to normal bedtime enjoy your trip keep us updated sweet dreams,enjoy your trip,positive
8fdb246b51,longman yes i am  but she didnt follow me,yes i am  but she didnt follow me,negative
a6a9c3da9e,check out q100 right now997,check out q100 right now997,neutral
ae19d98db6, holy kraut i cannot stay up this late but the book is done and in the authors in box  tucking in with kittyboys now nightynight,cannot,negative
c06e5c4fac, ok thats not true plus youre insulting me saying that im insulting you ive been trying to cheer you up butnada,ok thats not true plus youre insulting me saying that im insulting you ive been trying to cheer you up,negative
7e7b8ac4eb, hey there your web url looks good,your web url looks good,positive
95b6529e49,  im hoping these pills will do something cuz im gonna go nuts, im hoping these pills will do something cuz im gonna go nuts,positive
64c4f2d581, or your mobile doesnt like me,or your mobile doesnt like me,negative
1196796bc1,pissed at you   httpmylocme21cu,pissed at you,negative
d6086d0086, i saw this 6 week diet that was no sugar no rice no wheat no potatoes as much protein as you want so i just did no sugar,i saw this 6 week diet that was no sugar no rice no wheat no potatoes as much protein as you want so i just did no sugar,neutral
029cb0254a,  have fun wish your mums a happy mothers day for us,have fun wish your mums a happy mothers day for us,positive
ebce21193c, yesma for an after party too after the show next week,yesma for an after party too after the show next week,neutral
b679a5709e,havent been on in awhile  no point anyways,no point anyways,negative
e9693ea829,just got home from the hospital i have another clot in my leg,i have another clot in my leg,negative
205bdc80c9,i am dying to hangout on a friday afternoon,dying,positive
3570ecbc75, hi there nice to meet you  i am new to twitter and i guess you are too,nice,positive
2410a6fa03, not us as far as i know  hee hee were thinking a few more years first ,not us as far as i know  hee hee were thinking a few more years first,neutral
8ade491ee9,may1st success for lucas first police contact after neighborhood cruising with eggs cream bumf shaving foam love my son hes a hero,love my son hes a hero,positive
45399ec130,ouch just burned myself making soup for nico,ouch just burned myself making soup for nico,negative
545e1bc104,im hungry but cant eat anything right now because my tongue hurts so bad,my tongue hurts so bad,negative
a2f6c5cca9,playing with the munchkin today talking cakes and getting ready for a yard sale tomorrow not looking forward to that,not looking forward to that,negative
f08ecbc3e8,tweeten out  tix deals for nkotb 528 was 43 now 38 httptinyurlcomnkotbtweetentixsdeal or other seat prices nkotb dates,tweeten out  tix deals for nkotb 528 was 43 now 38,neutral
2887356a04,rip leonardo you were a great mini fiddler crab,great,positive
06fad59165,  yes she got all lovey with himhe returned the love1thing led2 another  also  wants2 know y ur mad at her, yes she got all lovey with himhe returned the love1thing led2 another  also  wants2 know y ur mad at her,neutral
2c8ee886ae, hahaha i have a secret door to the real batcave,hahaha i have a secret door to the real batcave,neutral
006714f10a,its freezing and raining here,its freezing and raining here,neutral
aa3f61e6c8,  im bad with understanding there things you should know this,im bad,negative
ac1bb1d544, please come to minneapolisst paul area i looked on your schedule but i dont see anything close anytime soon,please come to minneapolisst paul area i looked on your schedule but i dont see anything close anytime soon,neutral
a7ee02c05d,thinks its annoying when i keep getting twitter error messages from my mobile,annoying,negative
67e985f8df, that is why i drive a teeny tiny honda civic  httpmylocmefry,that is why i drive a teeny tiny honda civic,neutral
dd370dc872,is listening to jello biafra at work,is listening to jello biafra at work,neutral
52c5317840,work work work,work work work,neutral
f6370ad335, i did my best it is sunday after all,best,positive
ebe4b0856b,im so tired,im so tired,negative
fc0291bc62,no free ice cream though,no free ice cream though,negative
f34a8ab90d, well i asked you a few days ago and you said money was the only thing holding you back saturday or something,well i asked you a few days ago and you said money was the only thing holding you back saturday or something,neutral
3d08334de3,im so tired and its so gloomy  what happeened ro summer,so tired,negative
7968cfa23c, lets hope and pray we go a wiser way   lets hope and pray we go a wiser way  httpbitlytzxqn,s hope,positive
b2d3b8a96f,ive finished 4th year argh uni is going soooooo quick,ive finished 4th year argh uni is going soooooo quick,neutral
d39b91228c, ive given the 1999 question more thought u may be right one host provides hd quality to all viewers maybe not,t u may be right,positive
26bb87e379, lol cute  btw happy mothers day lady,w happy mothers day lady,positive
aa9ff97231,i want some grape juice,i want some grape juice,neutral
b1fd95cf83,sooo cloooseee,sooo cloooseee,neutral
5655c50f42,great find   httpamanitadesignnetsamorost1,great,negative
a0b3d64fa6,bad words are a crutch they lead to tattoos and peircings  hahahaha,bad words are a crutch they lead to tattoos and peircings  hahahaha,neutral
35469bc08d,jazzy we should be in vegas w a team,jazzy we should be in vegas w a team,neutral
26316a2cd9, damnit sorry to hear dude,damnit,negative
d3c4b3ea9e, ha ha  thank you,ha ha  thank you,positive
ea50bdcad9,back from hospital doc says ill live,ill live,positive
303a782024, looking for a new sms sending solution httppromotionitaggcom get 6 free sms with every itagg,looking for a new sms sending solution httppromotionitaggcom get 6 free sms with every itagg,neutral
e82263812a,wish we had a garden so we could have a bbq tonight  might set up a lounge bbq type thing thatll work fridayfirehazzard,wish,positive
a6c6ef73cd,eat sleep draw part of my neuroanatomy takehome test  after this im part of my neuro httpbitlyfxs3l,eat sleep draw part of my neuroanatomy takehome test  after this im part of my neuro httpbitlyfxs3l,neutral
715e36ee7a, hows the head this morning,hows the head this morning,neutral
542d1f7b68, beating heat with tea  try some masala chaas,beating heat with tea  try some masala chaas,neutral
dc08cdbdad,officially misses quark  huhuhu i had no heart hand partner and no one to dance with tonight come home so httpplurkcompx2k1z,no one to dance with tonight,negative
5cafdabf02,uk argh twitter didnt post my replies and tweets for ages  aint up to much just enjoying the sun,enjoying,positive
8ac3fe2c9a,  oh man that sucks hardcore haha good luck finishing up recording,oh man that sucks hardcore haha good luck finishing up recording,neutral
d65ce39851, god bless u and i hope the rest of your weekend is joyfull,god bless u and i hope the rest of your weekend is joyfull,positive
44b8b905f8,through to quaterfinals of charity football tournament my penalty save sent us through,my penalty save sent us through,positive
40339e0ecb,w twas not an interview in so much as it was a private chat,w twas not an interview in so much as it was a private chat,neutral
95a552da8b,btw ear is getting better its about time finally  i say goodnight twitter world even though yall are already asleep xoxo,better,positive
20ad2eca78,this is my 201th update,this is my 201th update,neutral
0fd8767bca,rofl okay i dont know but kristin still isnt here,rofl okay i dont know but kristin still isnt here,neutral
eac8b5ece5, i had to work and missed it    shannon could barely contain herself  she had an amazingly good time,i had to work and missed it    shannon could barely contain herself  she had an amazingly good,neutral
05c7d07588, and the 1600th tweet goes to you because wo you id have no one to talk to at 3am in the morning lol 3,and the 1600th tweet goes to you because wo you id have no one to talk to at 3am in the morning lol 3,neutral
44233e7864,is playing around  having fun with little kids right now  hahahahaha,having fun with little kids right now,positive
f69c2e0fd2, youre welcome,youre welcome,positive
729b96d486, would love to talk to you but i live in england so unfair,would love to talk to you but i live in england so unfair,neutral
273d2dddbc, im fine but a bit tired  im glad that its weekend now,im glad,positive
2218051218,well having looked at my bruvs exam timetable and french oral exam i feel very fortunate  now to erm digest my morning revision,very fortunate,positive
8427d0b255,on our way to take photos at the park,on our way to take photos at the park,neutral
1a6b5fd0b4,  amtarot thank you so much,t thank,positive
4f71c900d6, thats a mess  ill look for it next week,mess,negative
310a7ade7a,loves gossip girl episode 23 the wrath of con,loves,positive
93a9346111,i believe a man died in a car wreck today just right down the road  it happened at 12 and at 2 he was still in the car,i believe a man died in a car wreck today just right down the road  it happened at 12 and at 2 he was still in the car,negative
d486b66288,imissu come back home now honey,imissu,negative
6f9af9bfa5, sure thing,sure thing,neutral
2fd12a2127, still sad about samantha who,sad,negative
7c2f873a41,omg i am in so much pain  ouchies,pain,negative
99a0e261c6,off to pick up my daughters who appear to be picking up an unhealthy liking for primarkfeel like a bad parent,bad parent,negative
8bbd0eb29e,2 hours after teleconference but cant go back to sleep got some work to do sigh sigh,but cant go back to sleep,negative
0ae6313c6a,this is my movie weekend ive watched 5 movies so far,this is my movie weekend ive watched 5 movies so far,neutral
328989989e,is coming to the end of his first shift  630 local,is coming to the end of his first shift  630 local,neutral
4a002e7c6b, maybe jd can help you out there i dont know though  but i will ask,maybe jd can help you out there i dont know though  but i will ask,neutral
f609fd2ebf, actually im supposed to do that w my dad  cousin my cousin is in trouble though so we never get together,trouble,negative
a5a827fe21,is having a bbq today,is having a bbq today,neutral
df7dfc80bb, oh okay every so often i get this random taste of blood in my mouth that makes me go eww blood  haha,oh okay every so often i get this random taste of blood in my mouth that makes me go eww blood  haha,neutral
1fd389e97f, thanks for finding the amusing rubiks pictures tonight making my evening via  ,thanks for finding the amusing rubiks pictures tonight,positive
a992c7dd78,omg today felt like the last day of school its horrible,horrible,negative
b804b59377, that is sickening just shoot at will smh prayers for his family,that is sickening,negative
bf378c30de,arefire hii,arefire hii,neutral
71a60b0d75, yeah it made a great noise and tripped the house circuit breaker good times 200 worth of parts too,yeah it made a great noise and tripped the house circuit breaker good times 200 worth of parts too,negative
a58e977af7, yeah back to work  i get out at 330 so its not that bad,0 so its not that bad,positive
e97e3f1623,wanted to buy amber bensons deaths daughter today and no where had it,wanted to buy amber bensons deaths daughter today and no where had it,neutral
1bfc47cb11, lol i havent made anything yet ive just spread all my supplies out over the dining room table,lol i havent made anything yet ive just spread all my supplies out over the dining room table,neutral
9262efebd5,i think i just found my purse soulmate but its not in my budget,i think i just found my purse soulmate but its not in my budget,neutral
3058a9caff,happy bank holiday,happy bank holiday,positive
3e1d0cf4ea,livin on ur own iznt nice at all i miss my mum,livin on ur own iznt nice at all i miss my mum,neutral
b012dc9caf,today is my mothers birthday happy birthday  i love you she is an angel whom has helped me so much during this time of my life,today is my mothers birthday happy birthday  i love you she is an angel whom has helped me so much during this time of my life,positive
7eb8de7b62,awaiting to watch lfctv  10am  liverpool vs newcastle game from yesterday,awaiting,positive
92ff7f2485, lol its not the army its starfleet rules are meant to be broken to get the job done thats why he gets the medal,rules are meant to be broken to get the job done,negative
988a03b6eb, wow thats quite the trip,wow thats quite the trip,neutral
a8553cc8ba,last school day tomorrow it was the funnest day ever but also really sad  righ ow im getting ready to go to moab with phil,last school day tomorrow it was the funnest day ever but also really sad  righ ow im getting ready to go to moab with phil,neutral
95cb106441,i wish i was going to be with my st girls tomorrow,i wish i was going to be with my st girls tomorrow,positive
d208ed981b,found out i have to go to the us again in august getting tired of transatlantic flights not good for my carbon footprint either,getting tired of transatlantic flights not good for my carbon footprint either,negative
8133673ed9, hey that link didnt work for me,hey that link didnt work for me,negative
0ab4ad43c8,oh pw you done me wrong the signing time in ur childrens article are all wrongand no neil gaiman you tease me  bea,wrong,negative
532666228f, i know thats why i recommend it,recommend,positive
f73fa14d7b,sad that the statue of liberty will completely reopen 2 weeks after our nyc trip,sad,negative
ab18d5f11f,awww i wonder when ima get married shawna and damon are so cute,shawna and damon are so cute,positive
41b71fc4a3,fourteen hours later im still having the worst allergy flareup in my life from shooting an engagement session in a field last night,fourteen hours later im still having the worst allergy flareup in my life from shooting an engagement session in a field last night,negative
109ec14b4e, i cant dm you because you arent following me,i cant dm you because you arent following me,neutral
e355dfb2af, nothing yet  still lookingbut lets for sure do lunch next week,t lets for sure do lunch next week,positive
6cf4e65f8e,i do the same thing to my parents and my best friend too,i do the same thing to my parents and my best friend too,neutral
89cad78b19, you saw that fraktastic zoidberg painting that was tweeted around last week or so didnt you,you saw that fraktastic zoidberg painting that was tweeted around last week or so didnt you,neutral
467ee583c9, thanks i downloaded the trial version of stuffit and it worked good advice,good advice,positive
110690c913, note to self never ever leave the macbook pro on the stupid icurve it fell off,stupid,negative
3b9fe0f1e2, im sorry for that,im sorry for that,negative
bfec13895e,oouchhhh i just pinched my own  by accident trying to fix my top,pinched,negative
db89beb245, if you keep trying youll get it right the last time,if you keep trying youll get it right the last time,positive
7f7bd175fb, hey negative on the primatech this handles been on the tubes for a decade longer than heroes has,negative,negative
f11e57a99e,just finished dinner  it was yummy,it was yummy,positive
ec42bb64d3,feeling deflated hubby saw swing set  thinks is a piece of junk i thought i had found something good 4 the kids,feeling deflated hubby saw swing set  thinks is a piece of junk i thought i had found something good 4 the kids,neutral
d74d2755db, please dont change anything in your site i love it will always love it even if so please pretty please,love,positive
b86bd3fe25,blast from the ing past nts why must you suck so badly at school,badly,negative
0bd0f61742,off to get ready for school have an absolute wonderful day,wonderful,positive
64039ca6b4, pffffffffff its not a 100 triumph cuz u gone napping  lmao,not a 100 triumph,negative
7db6331c79,  i producedirectfilmedit i write i coordinate events i manage don fetti there aint much i dont do,i write i coordinate events i manage don fetti there aint much i dont do,neutral
83c3c717ed,you ever come across something that reminds you alot of the one person that completely broke your heart cause i just did,completely broke your heart,negative
c7ff724662,just got done watching bedtime stories love that movie,love,positive
5238b26d73, oh noooooo      im so sorry  that sucks hard,that,negative
9206b5221d,listening to the commentary track on holiday inn never thought id see bing crosby in black face but the rest of the movie was cute,cute,positive
cf6f364637,worried about friend,worried,negative
bf26e427db,it are mimi time,it are mimi time,neutral
2c06b165c6,send me your blogs rss feeds i have a site that will republish and send traffic to your site,send me your blogs rss feeds i have a site that will republish and send traffic to your site,neutral
e1d16cfff4, my dad told me music that has the power to heal the soul sure is true of yours,true,positive
b1bd914255, yes so did i  some of the acts are really very cringe worthy though i do find it very entertaining,yes so did i  some of the acts are really very cringe worthy though i do find it very entertaining,neutral
ef420f43fe,driving to work running late like always no time for starbucks,driving to work running late like always no time for starbucks,neutral
ea6111edea, dont you agree,dont you agree,neutral
7107ef22f7,rain one more reason to stay snuggled beneath the duvet,rain one more reason to stay snuggled beneath the duvet,neutral
1d07bd0bc2,found out that a schoolmate died of an heart attack this morning he was barely 35  will miss u bally,miss,negative
ef0a7a1c39, i just added a butt to your name in my phone after i made you go home in the cold because i love you,e i love you,positive
08c6ce4251,schools out but works in,schools out but works in,neutral
1ba21ec741,so sorry if ive been typing wrongly usually after ive typed something i wont read ill just press the enter button,so sorry,negative
d1ad18e2d6,fender is hiding under the couch  he knows im getting ready to leave and he isnt happy about it,he isnt happy about it,negative
13cdfbac13,shawn when do you go back home want to see ya b4 u leave homie,shawn when do you go back home want to see ya b4 u leave homie,neutral
8a9cc6366b,seriously my parents are non stop  minniapolis newport for a week and now this weekend in san diego  i miss them ,i miss,negative
9ad738db4f,d awww glad to know little sweet d and leigh are doing goodthanks for the updates howie,little sweet d and leigh are doing goodthanks for the updates ho,positive
fde0716b44,sims do you know of any inside scoop on a station thats anything what kwod was theres nothing for us now,sims do you know of any inside scoop on a station thats anything what kwod was theres nothing for us now,neutral
40d3b2d03c, you rightwe are arguing about nothingi thought it was healthy conversation,we are arguing about nothing,negative
de48016595, i missed everyone tonight,missed,negative
8ef86d7684, yeah but youve got admire someone who takes job satisfaction to the nth degree,satisfaction,positive
1bfbfda136,sigh stayed up late cause was on a role w assessment now im so tired my eyes r stinging  my head hurts  i still need 500 words,tired,negative
19fa9c9eb4,whacker skypeeeeee,whacker skypeeeeee,neutral
1a147f4b49,after workhillcats game   25 cent hot dogs haha,s haha,negative
b84173147c, i still have plenty of food left here thanks for coming over i cant wait to see how the pictures came out,thanks,positive
4997632867, but i like the idea going to cinema but monday,but i like the idea going to cinema but monday,neutral
0f315c2305,i dont like my dress,i dont like my dress,negative
3e2e986a68,im not happy,im not happy,negative
8e779e2c52,is gonna go for a shower  goin to see hannah montana laterz woo well excited,excited,positive
e53039782a,with thee ladies getting retarded,retarded,negative
e7563c95e0,wow i must have been tired i fell asleep  exactly the start of the 10pm news  now up as if its 8am,tired,negative
4cf2ab3096,im at the anime store iat rivercenter going crazy at all the pokemon stuff i wish i had money,im at the anime store iat rivercenter going crazy at all the pokemon stuff i wish i had money,neutral
bfffab519e,taking a nap after workno sleep right now the nap felt soooo good but now it seems like a bad idea,taking a nap after workno sleep right now the nap felt soooo good but now it seems like a bad idea,neutral
7f40d8fd3e,happy mothrs day 2  all thaa moms outt thr  ,happy mothrs day,positive
cc79c878c5,jayy it might hav to cost u a history essay,jayy it might hav to cost u a history essay,neutral
875663c3fb,yay my temperature went down  i can have dinner with the family tonight,yay my temperature went down  i can have dinner with the family tonight,neutral
a78b09feec,had a great night with friends,had a great night with friends,positive
d5400cc464,my legs are soft  watching a move with my mommm short day  workk,soft,positive
1070ea975a,happy mothers day to all mums on twitter,happy mothers day,positive
545b1b920b,well poop my guitar lesson was canceled today  im so sad i hope his son feels better soon tho,well poop my guitar lesson was canceled today  im so sad i hope his son feels better soon tho,neutral
f0ed135f66,i miss my friends so much,i miss my friends so much,negative
01408c29ba,i changed my picture  i am soo screwed i have an assignment due tomorrow that i havent started i just cant concentrate argh,i changed my picture  i am soo screwed i have an assignment due tomorrow that i havent started i just cant concentrate argh,negative
aa83cf9254, here we are  unofficially of course but we are providing all the info you could want for the geelong football club,here we are  unofficially of course but we are providing all the info you could want for the geelong football club,neutral
dbef1dbef9, just had a look  missed out by a couple of hours im sorry ill let you know next time, im sorry,negative
c1b74ec74e, it was days yesterday and probably today that i wish i had taken the top off my jeep  i need help haha its fricken hot,it was days yesterday and probably today that i wish i had taken the top off my jeep  i need help haha its fricken hot,neutral
8445ffc3ab,no school today gd  but dont get to see mates n millsy x,no school today gd  but dont get to see mates n millsy x,neutral
c923ca0fc6, i didnt headbutt anyone not that i know about anyway  you ok today  football today,i didnt headbutt anyone not that i know about anyway  you ok today  football today,neutral
d75b9c1f77, just relax like it is or translated to swedish too just got to take a look at my next comment,just relax like it is or translated to swedish too just got to take a look at my next comment,positive
f8b923bf44,just got back from the gym wanna chat with some new people  lets talk haha,just got back from the gym wanna chat with some new people  lets talk haha,neutral
ca1a049762,i want to go shopping tomorrow but i have to work  buy me things you know you want to,i want to go shopping tomorrow but i have to work  buy me things you know you want to,neutral
7907ced082, i like the last part in your methodology,like,positive
57a8f2f255,back from mountains,back from mountains,neutral
15593e910f,the last time pankraz why do they have to got the same name ,the last time pankraz why do they have to got the same name ,neutral
ba484e445d,hahaha yay emily i m cool  ,cool,positive
fdc279b3c0,14 days until boyzone,14 days until boyzone,neutral
d62cf6951b,ps  thought you were gonna follow me back on twithar ,ps  thought you were gonna follow me back on twithar ,neutral
bfbd1996de, i envy everyone on aots,i envy,positive
4c7465d015,hayward go two way mirrors,hayward go two way mirrors,neutral
6d8afa903d, mandy  it wont let me vote  i want her to win but i cant help i am gonna jump off a bridge kidding but this sux,mandy  it wont let me vote  i want her to win but i cant help i am gonna jump off a bridge kidding but this sux,neutral
9f3bda8686,studying with  and colette,studying with  and colette,neutral
cd250da7d6,wants to wish all the moms out there and momstobe a very happy mothers day,happy,positive
c24baacbde, its ok lol  i think we might do the same dates,its ok lol  i think we might do the same dates,positive
c1c67d1a99,smiling  these guys are    turn up your speakers and smilelife is good httpwwwimtiredonlinecomsmile,ilelife is go,positive
0e094f77c9,wants to move to qld already this cold weather is killing me,this cold weather is killing me,negative
dc124a304c,mcsupergirl ok finished set u free and i am sooooo mad rite nowit cant end like that i dont want him to be the bad guy,i am sooooo mad rite now,negative
7c17aea36e, ok brotherdid you change your num and not give it to me again smhyou no good dude,you no good dude,negative
5f40b0f0d6,claire its sunny here  i will send some over to you,claire its sunny here  i will send some over to you,neutral
83a62e207f,i think i need a drink,i think i need a drink,neutral
0608b8bfe2, i know i was hoping to meet you tonite   i just found out a few min ago that we have a mutual friend cuong h,i know i was hoping to meet you tonite   i just found out a few min ago that we have a mutual friend cuong h,neutral
92702a3a48,bored to tears without my boys they are at their dads for a week,bored,negative
b23cbc7671, you can use my alotment,you can use my alotment,neutral
76d2501d1b,there is never anything on tv on sundays cant wait for america,there is never anything on tv on sundays cant wait for america,neutral
537efce045,i am marina and i sware to god ill never again end up studying french till 2 oclock at night ever againtoo much dramasooo sleepy,sware to god ill never again en,negative
7192534747, then how come im not uber successful  im not making the same mistakes im making entirely new ones,e mistakes,negative
5061d28246,changed my hp number go online msn messenger to see,changed my hp number go online msn messenger to see,neutral
9851c9f5e8,it was actually so hot today the sun has got his hat on  every one has got a tan except me,so hot,negative
0800d63aba, thanks for the feedback surreal life surreal oils,thanks for the feedback,positive
ebc56300cb, well i ran out of beer so i left not sure about the eta waiting waiting waiting bleh  gonna be a long nite methinks,bleh,negative
13a1ae8414,  thanks  itll be great     and even better as soon as i get that wallet in my grubby little hands  lol, thanks,positive
